51,49,47,48,50,52,53,52,52,48,48,
52,51,50,51,53,53,53,52,52,48,48,
50,50,50,51,52,51,52,52,51,49,51,
46,48,49,49,50,48,51,52,50,51,50,
48,48,48,48,50,49,51,51,50,50,49,
47,48,48,48,51,50,50,50,51,51,48,
47,48,48,48,51,50,50,50,51,51,48,
48,48,47,48,51,48,50,51,52,51,48,
48,49,48,50,51,47,48,52,52,51,48,
52,52,50,50,51,47,50,53,52,48,47,
51,50,50,48,49,48,46,51,49,48,46,
50,50,50,46,48,49,48,51,49,48,46,
48,48,49,46,48,49,48,51,48,49,50,
45,45,49,45,48,50,48,51,47,48,47,
49,46,51,48,51,49,48,54,49,50,49,
47,45,49,48,51,48,46,51,47,50,46,
46,45,51,50,52,49,47,52,46,50,48,
45,44,50,48,51,48,47,52,50,51,48,
50,47,51,48,49,48,48,54,51,52,48,
50,47,51,48,49,48,48,54,52,52,46,
47,47,52,48,49,49,48,52,52,52,46,
44,45,46,46,51,46,47,52,50,50,45,
43,45,47,47,50,45,48,53,49,49,46,
43,45,47,47,49,44,47,52,48,49,48,
45,46,48,48,50,45,48,53,48,48,48,
45,47,47,47,48,43,47,52,49,48,50,
45,46,45,45,48,43,46,51,48,48,48,
47,48,47,47,49,44,47,52,52,48,48,
45,47,47,47,49,45,48,53,51,50,49,
45,47,47,47,49,45,48,53,51,50,49,
45,47,47,47,49,45,47,52,49,48,46,
43,43,46,46,47,43,48,52,49,48,46,
45,45,47,47,48,44,50,53,49,48,46,
49,49,49,49,49,45,49,53,52,48,45,
48,48,48,48,48,44,48,52,51,51,45,
45,45,46,46,48,44,49,53,51,51,46,
48,46,47,47,51,47,51,54,53,53,50,
45,45,45,45,49,45,49,53,52,52,48,
46,45,43,41,47,43,49,53,50,50,48,
46,45,43,41,47,43,49,53,50,50,48,
48,45,46,45,48,44,51,54,54,53,51,
46,45,49,49,52,48,55,56,56,55,53,
51,48,50,50,53,49,56,58,55,55,52,
48,49,49,49,52,48,56,55,52,53,52,
48,49,49,49,52,48,56,55,51,53,53,
48,49,49,49,52,48,56,55,51,53,53,
48,49,49,49,52,48,56,55,51,53,53,
46,46,46,46,51,48,54,52,52,54,53,
48,48,48,48,53,50,54,52,51,54,51,
48,48,48,48,53,50,54,52,51,54,51,
50,48,53,51,50,52,50,53,48,53,50,
50,48,53,51,50,52,50,53,47,50,48,
50,47,52,50,50,52,48,52,47,48,47,
45,43,49,46,46,49,47,51,48,47,49,
45,44,48,46,46,48,48,51,48,47,48,
44,45,50,46,46,50,52,52,49,48,48,
44,45,50,46,46,50,52,52,49,48,48,
44,45,50,46,46,50,52,52,49,48,48,
43,44,51,47,48,52,51,49,49,51,48,
43,44,51,47,48,52,51,49,49,51,48,
42,44,52,48,50,52,51,48,49,51,48,
43,44,48,48,50,51,53,48,48,51,49,
46,46,50,50,50,51,54,51,48,51,49,
47,45,48,49,50,49,52,50,48,50,51,
47,45,48,49,50,49,52,50,48,47,50,
47,45,48,49,50,49,52,50,48,47,50,
48,46,50,51,51,50,53,51,51,51,52,
50,48,51,52,51,50,53,51,48,49,51,
50,48,51,52,51,50,53,51,48,49,51,
51,50,51,53,52,51,52,49,49,48,51,
49,49,51,51,51,50,52,52,50,49,52,
49,49,51,51,51,50,52,52,50,49,52,
48,48,51,51,50,48,50,48,50,48,50,
46,46,49,49,50,48,50,48,49,47,50,
46,46,49,49,50,48,50,48,50,48,51,
48,48,51,52,53,50,50,47,49,46,50,
50,50,51,52,52,48,50,47,49,46,50,
50,50,51,52,52,48,50,47,50,46,48,
50,50,51,52,52,48,50,47,47,47,48,
48,48,49,50,52,48,50,47,45,47,49,
49,49,50,51,53,50,51,48,45,47,48,
46,49,50,51,53,51,51,46,47,48,49,
49,49,49,51,54,52,51,46,49,45,49,
50,50,49,50,53,51,51,47,49,45,49,
52,52,51,52,54,52,52,48,51,46,51,
48,48,48,49,52,51,51,47,49,45,50,
48,48,48,49,52,51,51,47,50,45,50,
50,50,50,50,52,51,51,47,49,45,53,
51,50,50,48,51,51,51,48,49,45,53,
48,48,50,48,51,51,52,51,50,45,51,
48,49,51,48,53,54,55,53,51,46,52,
48,48,50,46,49,52,53,52,50,44,51,
47,48,49,45,50,51,51,50,50,44,52,
47,48,49,45,50,51,51,50,50,44,52,
45,47,49,44,50,51,52,49,51,46,53,
45,47,49,44,50,51,52,49,51,46,53,
43,43,46,42,49,50,51,46,49,44,52,
45,45,47,43,50,51,52,47,49,43,51,
45,45,47,43,50,51,52,47,50,43,50,
48,48,49,45,51,52,51,46,49,44,51,
51,51,46,51,54,50,54,52,52,47,49,
48,48,44,50,54,50,54,52,52,46,48,
48,45,45,49,54,51,53,53,53,46,46,
45,45,47,48,50,49,52,52,52,45,44,
48,46,46,48,52,51,52,51,51,47,46,
49,46,46,46,51,51,52,52,54,49,50,
46,45,46,46,48,46,50,51,52,47,50,
46,45,46,46,46,45,48,50,52,47,50,
46,45,46,46,46,45,48,50,52,47,50,
51,48,50,50,48,47,49,49,54,49,50,
51,48,50,50,48,47,49,49,54,48,50,
50,48,49,49,48,46,51,51,53,49,53,
46,46,49,49,48,48,52,49,53,49,53,
46,46,49,49,48,48,52,49,54,49,51,
48,48,49,49,47,47,51,48,52,47,49,
48,46,48,49,46,45,49,48,51,46,47,
48,46,48,49,46,45,49,48,51,46,47,
50,48,49,50,48,47,49,48,51,47,47,
50,48,51,52,49,48,51,50,53,49,49,
50,46,50,52,50,46,50,50,52,49,51,
51,47,51,53,52,48,51,51,54,51,53,
53,50,51,54,53,48,51,50,52,49,53,
53,50,51,54,53,48,51,50,53,51,54,
53,50,51,54,53,48,51,50,54,52,55,
53,50,51,54,53,48,51,50,54,52,55,
54,51,51,53,52,48,52,51,54,52,55,
55,53,51,53,51,47,51,50,54,52,55,
55,53,51,53,51,47,51,50,54,52,55,
57,54,51,53,51,47,50,47,53,53,54,
57,54,51,53,51,47,50,47,53,53,54,
57,54,51,53,51,47,50,47,54,51,51,
55,53,50,50,49,48,49,43,53,48,48,
53,51,46,46,47,45,47,41,51,46,47,
53,50,45,48,50,46,48,44,53,48,48,
50,48,47,50,51,47,50,48,53,49,51,
51,51,49,52,50,46,48,48,52,48,51,
52,52,51,52,49,45,46,46,48,44,48,
50,50,49,51,50,48,49,49,48,45,51,
52,52,51,53,52,50,51,51,50,47,53,
54,53,51,52,49,46,49,50,51,48,54,
54,53,51,52,49,46,49,50,51,48,54,
55,53,49,52,49,45,49,50,51,48,54,
50,48,46,49,46,42,47,49,49,46,53,
50,48,46,49,46,42,47,49,49,46,53,
48,48,48,50,48,44,49,51,51,48,56,
48,48,48,49,46,41,46,48,49,46,54,
46,46,47,49,46,42,47,49,48,45,54,
