52,50,48,49,51,53,53,52,52,48,48,
48,47,46,47,49,49,48,47,47,43,43,
44,44,44,45,46,45,47,47,48,46,48,
44,46,47,47,46,44,47,48,48,49,48,
42,42,42,42,42,41,45,45,48,48,46,
43,44,44,44,45,44,48,48,51,51,48,
43,44,44,44,45,44,50,50,53,53,50,
44,44,43,44,45,42,50,51,52,51,48,
43,44,44,46,45,41,48,52,52,51,48,
47,47,46,46,45,41,50,53,52,48,47,
47,46,50,48,47,46,50,55,53,52,48,
48,48,50,46,46,47,50,53,51,50,48,
46,46,49,46,46,47,50,53,50,51,52,
46,46,49,45,44,46,50,53,50,51,52,
47,44,47,44,44,42,48,54,51,52,54,
48,46,47,46,45,42,46,51,48,51,53,
46,45,47,46,45,42,45,50,46,50,53,
45,44,46,44,44,41,44,49,48,49,52,
50,47,48,45,42,41,45,51,49,50,50,
54,51,50,47,42,41,45,51,50,50,48,
47,47,49,45,42,42,45,49,50,50,48,
45,46,46,46,45,40,47,52,52,52,48,
44,46,46,46,44,39,46,51,49,49,46,
44,46,46,46,43,38,45,50,48,49,48,
48,49,49,49,46,41,48,53,50,50,50,
50,52,50,50,47,42,49,54,53,52,50,
54,55,52,52,49,44,50,55,54,54,50,
52,53,50,50,47,42,48,53,54,50,47,
46,48,46,46,43,39,45,50,51,50,46,
46,48,46,46,43,39,45,50,51,50,46,
50,52,50,50,47,43,49,54,55,54,50,
52,52,53,53,48,44,52,56,57,56,52,
52,52,52,52,47,43,52,55,55,54,50,
53,53,52,52,47,43,50,54,56,52,49,
54,54,51,51,44,40,47,51,51,51,45,
52,52,51,51,44,40,48,52,51,51,46,
54,52,50,50,45,41,48,51,52,52,48,
50,50,48,48,45,41,48,52,52,52,48,
53,52,48,46,44,40,48,52,50,50,46,
53,52,48,46,44,40,48,52,50,50,46,
53,50,49,48,44,40,48,51,53,52,48,
48,47,48,48,46,42,50,51,53,52,48,
51,48,48,48,46,42,53,55,54,54,51,
52,53,50,50,46,42,55,54,53,54,52,
46,47,44,44,42,38,53,52,52,54,53,
46,47,44,44,42,38,53,52,52,54,53,
46,47,44,44,42,38,53,52,52,54,53,
51,51,47,47,47,44,57,55,55,57,55,
51,51,47,47,47,44,55,53,52,55,53,
51,51,47,47,47,44,55,53,52,55,53,
46,44,49,47,48,50,48,51,46,51,50,
46,44,49,47,48,50,48,51,45,48,48,
46,43,48,46,48,50,46,50,45,46,47,
45,43,49,46,48,51,47,51,48,47,50,
47,46,50,48,50,52,50,53,50,49,51,
45,46,50,46,48,52,51,51,48,47,49,
43,44,48,44,46,50,49,49,46,45,47,
43,44,48,44,46,50,49,49,46,45,47,
41,42,47,43,46,50,48,46,46,48,48,
41,42,47,43,46,50,48,46,46,48,48,
40,42,48,44,50,52,50,47,48,50,50,
44,45,48,48,52,53,52,47,47,50,48,
48,48,50,50,54,55,55,52,49,52,50,
48,46,48,49,53,52,52,50,48,50,51,
46,44,46,47,51,50,52,50,48,47,52,
48,46,48,49,53,52,54,52,50,49,54,
50,48,48,49,53,52,54,52,51,51,54,
48,46,46,47,51,50,52,50,48,49,53,
48,46,46,47,51,50,52,50,48,49,53,
48,47,46,48,52,51,51,48,49,48,49,
50,50,50,50,51,50,51,51,50,49,50,
48,48,48,48,49,48,49,49,48,47,48,
46,46,49,49,50,48,48,46,49,47,50,
48,48,51,51,50,48,48,46,48,46,50,
48,48,51,51,50,48,48,46,48,46,49,
50,50,53,54,53,50,50,47,49,46,50,
50,50,51,52,50,46,48,45,49,46,50,
50,50,51,52,50,46,48,45,50,46,48,
48,48,49,50,48,44,48,45,48,48,52,
50,50,51,52,50,46,48,45,46,48,51,
51,51,52,53,51,48,49,46,46,48,50,
48,51,52,53,51,49,49,44,48,49,51,
51,51,51,53,52,50,49,44,50,46,51,
52,52,51,52,51,49,49,45,50,46,51,
52,52,51,52,51,49,49,45,51,46,51,
52,52,52,53,52,51,51,47,52,48,54,
50,50,50,51,52,51,51,47,53,48,54,
52,52,52,52,51,50,50,46,51,47,55,
51,50,50,48,48,48,48,45,49,45,55,
48,48,50,48,48,48,49,48,48,43,51,
45,46,48,45,46,47,50,48,47,42,53,
44,44,46,42,42,45,50,49,48,42,53,
43,44,47,43,44,45,49,48,48,42,54,
43,44,47,43,44,45,49,48,48,42,54,
46,48,48,43,44,45,49,46,45,40,52,
50,52,52,47,48,49,53,50,49,44,54,
48,48,49,45,47,48,51,46,47,42,52,
50,50,50,46,46,47,50,45,45,39,51,
52,52,52,48,48,49,52,47,48,41,52,
48,48,51,47,49,50,51,46,43,38,49,
55,55,50,55,56,52,53,51,51,46,48,
52,52,48,54,56,52,53,51,51,45,47,
50,47,47,51,54,51,50,50,52,45,45,
48,48,50,51,52,51,50,50,52,45,44,
50,48,48,50,52,51,49,48,50,46,45,
51,48,48,48,51,51,49,49,51,46,47,
46,45,46,46,48,46,46,47,49,44,45,
46,45,46,46,46,45,42,44,47,42,43,
46,45,46,46,46,45,42,44,47,42,43,
53,50,50,50,48,47,42,42,47,42,45,
51,48,50,50,48,47,44,44,49,43,45,
50,48,49,49,48,46,44,44,46,42,44,
48,48,51,51,50,50,47,44,48,44,46,
46,46,49,49,48,48,45,42,47,42,42,
46,46,51,51,50,50,47,44,51,46,46,
44,42,47,48,49,48,45,44,49,44,46,
48,46,51,52,51,50,45,44,49,44,44,
46,44,49,50,51,50,45,44,49,45,45,
44,42,47,48,49,48,45,44,50,46,48,
48,44,50,52,52,48,46,46,51,48,50,
52,48,54,56,54,50,46,46,51,48,50,
50,47,52,55,53,48,45,44,49,46,48,
50,47,52,55,53,48,45,44,50,48,49,
48,45,50,53,53,48,45,44,51,49,48,
48,45,50,53,53,48,45,44,51,49,48,
51,48,52,54,52,48,46,45,51,49,48,
52,50,52,54,51,47,45,44,51,49,48,
48,46,48,50,49,45,45,44,51,49,50,
48,45,46,48,47,43,44,41,50,50,51,
48,45,46,48,47,43,44,41,50,50,51,
48,45,46,48,47,43,44,41,51,48,48,
54,52,50,50,51,50,47,41,53,48,51,
53,51,48,48,50,48,46,40,53,48,51,
53,50,47,50,52,48,46,42,53,48,51,
50,48,47,50,51,47,44,42,50,46,50,
48,48,48,51,50,46,44,44,52,48,52,
48,48,49,50,49,45,44,44,51,47,54,
48,48,49,51,50,48,47,47,50,47,54,
48,48,49,51,50,48,47,47,50,47,54,
49,48,49,50,49,46,47,48,51,48,55,
49,48,49,50,49,46,47,48,51,48,55,
48,46,46,49,49,45,47,48,51,48,55,
44,42,44,47,47,43,46,48,49,46,52,
48,46,48,51,49,45,46,48,49,46,50,
48,48,54,56,53,49,48,50,47,44,49,
48,48,53,54,51,46,47,49,47,44,51,
42,42,50,52,49,45,48,50,48,45,55,
44,44,52,54,51,47,50,52,50,47,53,
47,46,50,52,49,46,49,50,53,49,56,
47,46,50,52,49,46,49,50,50,50,56,
42,46,46,44,44,46,48,44,51,50,48,
46,48,45,45,48,50,50,45,52,53,52,
44,49,52,51,48,50,46,45,52,53,52,
42,47,50,49,46,48,44,43,51,52,50,
43,48,51,50,46,50,44,43,48,50,48,
45,50,53,52,50,54,48,47,52,55,55,
45,50,53,52,50,54,48,47,49,53,53,
44,48,53,50,48,53,45,45,47,51,51,
42,43,49,48,48,50,42,43,48,50,49,
45,46,52,51,51,53,45,46,51,51,50,
